id,text,bucket,toxic,severe_toxic,obscene,threat,insult,identity_hate,score_toxic,score_severe_toxic,score_obscene,score_threat,score_insult,score_identity_hate,annotation_source
civilcomments-dd4b85f3748947832c87,"As a society it makes no sense to restrict people from suicide, yet be OK with providing drugs that are extremely detrimental to life. Financially, it is much cheaper for society to provide the drugs in a specified area than pay personally or through tax dollars spent for criminal acts resulting from addicts doing anything to make money. Less money spent on insurance, loss of property, police protection from crimes, police arresting addicts, court systems with lawyers, judges, emergency service workers ... a vast number of issues arising from addiction. But is supplying addicts with drugs a slow form of a death sentence if there is no action to rehabilitate included? Families of addicts need to voice their opinions as the addicts themselves have scrambled brains. Can you imagine if society had more concern with why addicts started using in the first place even when they know the outcome resulting from addiction.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-09499199c5b0ca49e908,"Oh okay Land Voucher, that makes everything acceptable. One can only assume you are a staunch member of the Good 'Ol Boys Club. As long as the fools don't know you're laughing at them, it doesn't matter right?",insult,1,0,0,0,1,0,0.6,0.0,0.0,0.0,0.6,0.0,civil-comments-human-crowd-aggregate
civilcomments-3ced73bb7119c32afbb6,Maybe life is crueler to some than others and preparing meant merely surviving a chronic illness or accident or being a victim of a violent crime. Shit happens and it's not always the other guy that it lands on.,profanity,1,0,1,0,0,0,0.8,0.2,0.7,0.0,0.3,0.0,civil-comments-human-crowd-aggregate
civilcomments-db5b832e3cc1edf8e188,"Unless the Kenai District unseats Chenault and South Anchorage unseats Kevin Meyer, nothing will change. It won't matter who is elected, unless of course, the Democrats take the majority. When the election gets here, voters will go for name recognition, or party loyalty, and we will never be heard. Sad, but true.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-65a880d6d6d40295b3b1,Leonard Pitts is a race baiting idiot. I am tired of the garbage he writes.,insult,1,0,0,0,1,0,0.898305,0.016949,0.101695,0.0,0.881356,0.067797,civil-comments-human-crowd-aggregate
civilcomments-d193df1b33fafd21b580,"The weather hasn't been great for golf of late. Too much rain. I and my golf buddy formed a 'human resilience-building team' and used the ""adversity as a catalyst to learn, grow and thrive."" My putting still needs a little work, though. Putting seems to be the area where I need to ""learn simple skills to calm [my] mind and body in the midst of adversity.""",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-331f622962e74d5b0c54,"Spen: Fighting against things the USA does that I find wrong is not exclusive with fighting against corruption in the White House. This seems to be a new theme with Republicans. We get it most Republicans are old and can't do more than one thing at a time, but us young bucks have no problem protesting coal ash in water/US wars in the Middle East/and wanting to investigate Trump.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-ad71dedd6693ff43bbae,Paying the jizyah?,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-da12f08eeb8a7e10e92b,I question the spending of gobs and gobs and gobs of money on Solyndras.,profanity,1,0,1,0,1,0,0.8,0.0,0.7,0.0,0.6,0.0,civil-comments-human-crowd-aggregate
civilcomments-cd45ba127f85bea6d5cb,"So, good news first: It is always interesting to hear others viewpoints, someone can learn from. But then it turns to a prostitute writing god knows for whose benefit. I only hope that the writer is not doing this massacre for the lack of knowledge reason. It may well be that he is following a clear cut american journalists in the sense of etiquetting whatever it may take place. If he is using a press power then there is no place for incompetent approaches. We need clever press so please get rid of such writings. Lesson one: ISIS is not a product of Assad. It requires so much refinement that it would strech over the limits of this comment. Lesson two: go back to Sykes-Picot agreement to seize the whole disaster of foreign reign. And then one journalist comes on board even not knowing what nation state means. The next two lessons may well have some sense.",neutral,0,0,0,0,0,0,0.166667,0.0,0.0,0.0,0.0,0.166667,civil-comments-human-crowd-aggregate
civilcomments-8cdb299eddcecb903d17,This is what you get when you vote in left-wing Socialist governments. These sites DO NOT help stop the drug abuse.,neutral,0,0,0,0,0,0,0.166667,0.0,0.0,0.0,0.0,0.166667,civil-comments-human-crowd-aggregate
civilcomments-8d97052e45311bc55ebf,so where s your proof? its easy for shit talkers like you to acuse when hes not here to defend himself. id like to take a peek into your closet jim.,profanity,1,0,1,0,1,0,0.848485,0.060606,0.772727,0.0,0.757576,0.0,civil-comments-human-crowd-aggregate
civilcomments-3ffc500eb96a7202b85e,"I stopped the paper edition of the Star years ago as it was a huge waste of pulp, especially the Saturday. And also the content and editorial view started getting very mediocre and slanted. It's just a weak product now.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-63ed90507b46436f25b5,"I would like to respectfully, and factually correctly, point out that there are far more crimes against jews than against muslims, even though there are probably twice as many muslims as jews in Canada now. A jew is 10 times more likely to be a victim of a hate crime than a muslim. I would also like to point out that it's jews getting the abuse in our universities and colleges too.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-b058987a5984aeaaf88c,"I wouldn't say he's paranoid. I think he's lived a life that has benefited from saying whatever comes off the top of his head - which is often a random thought, a lie, or something the last person he talked with told him. And then he just goes with it, doubling down and to heck with the consequences. Terrible for the country and our standing in the world. If any other world leader did this kind of thing, we'd brand him a lunatic.",insult,1,0,0,0,1,0,0.5,0.0,0.0,0.0,0.5,0.0,civil-comments-human-crowd-aggregate
civilcomments-0fec8c1bd39e5bc63396,"No surprise that the Trump crowd of comment authors would twist the senator's call for grass roots action (including street protests) into a call for street violence -- after all, their candidate's whole campaign was based on 'The Big Lie' (see Mein Kamph). As to the obvious change in the senator's position, I applaud his expression of an evolutionary change in outlook and willingness to learn from past bad outcomes - sign me up!",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-b7554667b20eca594df3,"What are you talking about? YOU are the problem; balance the damn budget without using savings. He was able to do your job before the legislative session, you and your colleagues haven't been able to do your job as of half a year later.",profanity,1,0,1,0,0,0,0.6,0.1,0.6,0.0,0.3,0.0,civil-comments-human-crowd-aggregate
civilcomments-c79a5d47491a3c96daff,"I was John Hendry Heckendorn's age when I started my small oil and gas company in Alaska in 1986 with 100 investors I hope he has great success helping the Governor make things better for everyone in the oil and gas Industry, so Alaska can prosper once again. It is hard work being successful but with honesty and hard work we overcame the state's attacks on our small company, called Denver Alaska Nippon Company ( DANCO). DANCO beat the DNR abuse in court in 1995 under Judge Anderson to win our Redoubt Oil and gas field that is now in it's 17th year of production. I hope Alaska government will not fight to keep the young free enterprising Alaska oil and gas out competitors out of Alaska's oil and gas Industry like the state has before. I wish Governor Walker and John Hendry's ""Ship Creek Group"" the very best. I will be praying for a much better future in Alaska's oil and gas Industry, hopefully Alaskans and small oil and gas companies will not be shut out of the oil prosperity",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-ed63fedc407067472884,"But that's what a lot of us do, though. I decided that I would rather drink at home with friends at a social dinner, or in a wine bar, or a cozy little pub where drinking is secondary to conversation than to go to bars or nightclubs where drinking was the goal, and getting laid was the second goal. Did I bust the victim narrative by making a conscious choice to change how I approached drinking to minimize my chances of running into drunken jerks in packs and their collective bravado? Can I safely tell my daughter about my choices, which provably worked, without getting reviled for victim blaming?",insult,1,0,0,0,1,0,0.5,0.0,0.1,0.0,0.5,0.1,civil-comments-human-crowd-aggregate
civilcomments-4e004d44e425fdee9196,"No, no, no! They need to leave the casings all over the ground silly :-)",threat,1,0,0,1,1,0,0.7,0.1,0.1,0.5,0.8,0.0,civil-comments-human-crowd-aggregate
civilcomments-8a3ee12e72fe4d04a38d,"White people have organized crime, we have Chief and council, Cree Comedian on APTN talk show.",identity,1,0,0,0,0,1,0.8,0.0,0.0,0.0,0.3,0.8,civil-comments-human-crowd-aggregate
civilcomments-3b05ef2b564e9d652a62,i am a landlord and i have the rite to rob poeple....,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-ea7bfccf605e8133fa61,"im telling you..there all doing it...a write off from first day in office to the final hour in office,100 % deductable and innapropiate dealings like this,conflict of interest,oh yeah..seems dark dealings,out of the public eye.entitlements galore not to mention the huge ass pension,follow the money,beware of the double speak and the hilary two step...aka.the fairbanks okee doke.....opinion of one ..adn is now engaging in censorship it seems with these new edit controls..not to mention comment weeding on a regular.............",profanity,1,0,1,0,1,0,0.8,0.1,0.8,0.0,0.6,0.0,civil-comments-human-crowd-aggregate
civilcomments-485a13ddaf690ec7813a,"Canadian...really ""concerned"" ?...and has so brilliantly perfected the art of peeing on Québécois while telling them it's raining and he said; ""...'equalization' aka welfare payments without contributing a dime into it..."" I wanted to just show you how your displayed crass ignorance is based on a racial prejudice backward without limit ! Do you know dear Ku Ku Klown (KKK) Québec is sending 50Billion$CND to Wawa? Votre cervelle a cessé de fonctionner-un redémarrage pourrait corriger le problème. The Québec population is equal to 6 (out of 10) provinces combined; Prince Ed. Island + Nova Scot. + N. Brunswick + Newfoundland + Manitoba + Saskatchewan... get it, oui ?...it's where the money for transferts payments for Québec ...ABOUT Equalization ? Primo; It’s Québécois money in Canadian dollars Secondo: Every province (including Alberta) gets transfer payments from Ottawa. (more to come)",insult,1,0,0,0,0,0,0.5,0.1,0.0,0.0,0.4,0.1,civil-comments-human-crowd-aggregate
civilcomments-6e7dc97fc6b43534d0ac,"We are way past prevention we are at health disaster from neglecting this problem for far too long. This should have been addressed in the first decade of this millennia, WE NEED REHAB CENTERS TO REHABILITATE PEOPLE NOW! PERIOD!. We also need to be running PSA's telling kids to not do it, and truth about how bad it is and what it does to you not exaggerated lies.The Truth: theres a really good chance you will need a lot of help quitting if you even can, if the heroin doesn't kill you first theres a good chance you will get AIDS, Hep or some other blood born illness. Suicide , and over dose are the most common deaths of heroin addicts, also on the way you will probably start stealing from friends&family, and be ostracized from them. Also the schools need to amp up an ""I wont touch heroin campaign"" but with a much catchier slogan. Just acknowledging theres a problem way after it has been public knowledge for a long time is nothing in it self. Actions Speak Louder than Words Gov'r.",neutral,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-0bb6d6164fbb837e3779,Mmm - sounds like something a DRPK spy troll would say.,insult,1,0,0,0,1,0,1.0,0.166667,0.166667,0.0,0.833333,0.0,civil-comments-human-crowd-aggregate
civilcomments-d74270b68653441bc789,"You are obviously looking at him through rose coloured glasses. Listen to the ""ah's"" in every sentence. I definitive sign of insecurity and confusion. He is a boy wearing a man's shoes, sliding around until he falls. As for Trump he is a fool drowning in a sea of vanity and hair dye.",insult,1,0,0,0,1,0,0.833333,0.0,0.166667,0.0,0.833333,0.0,civil-comments-human-crowd-aggregate
civilcomments-ed73e4db636c807b88e4,if she had not had on those low cut clothes she would not have been raped. Blame the victim you false liberals.,insult,1,0,0,0,0,0,0.7,0.0,0.0,0.1,0.4,0.1,civil-comments-human-crowd-aggregate
civilcomments-df4657e4546599e430e4,"Here's the real problem. Rush Limbaugh performs a live lobotomy daily tying half his brain behind his back, and has turned the GOP into a bunch of Yahoo's. The Yahoo's are a people found in Gulliver's Travels, who found the biggest idiot amongst themselves and made him King supreme. They heaped great praise on their king, scratching his ear, in spite the fools policies detriment to the whole. They only replaced their king when a bigger idiot came along. Therein the problem of the GOP. How in the he11 do you replace Bush/Cheney? Since Limbaugh only hides behind a microphone and will not run, it is Trump who is up for the job.",profanity,1,0,1,0,1,0,0.7,0.0,0.5,0.0,0.6,0.0,civil-comments-human-crowd-aggregate
civilcomments-989c4b4d083853eb1768,Another ad hominem. I repeat the teaching of Holy Mother Church on matters of Faith and Morals most of which you do not accept. I would say that what I write is building the Church up. I would suggest it is yourself who is doing the tearing down by your wholesale rejection of Catholic doctrine and dogma.,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-8198964abedf53f6397a,"It's coming from the UN, EU, US, etc, etc, etc... learn how to spell, War on Drugs? Vote Kash for Klunkers, now playing at a drug running operation from the White House. Fast and Feeble! ""While in his home town in Davao City, Duterte said, ""I say to them, fuck you. You're doing it in atonement for your sins"" in response to their condemnation of extra-judicial murders. He repeated his comments, stating that, ""the EU has the gall to condemn me. So I repeat it. Fuck you"".""",profanity,1,0,1,0,1,0,0.822581,0.112903,0.806452,0.080645,0.774194,0.016129,civil-comments-human-crowd-aggregate
civilcomments-7f7025fb26b99406e8f7,"Just so long as you admit that the reason for starting a government meeting with a prayer, is to force your fundamentalist Christian beliefs on everyone else.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-2c53f1f9da736370a8f2,Why? Big oil owns the Reformacons. Just ask Presto about his good buddy Clayton Riddell.,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-fdcf18a200d533471ec9,"Dana Milbank is one of the worst leftist liberal writers there is...just despicable, IMO. There is No Doubt whatsoever that Barry Sotero, aka Barack Husseing Obama is heavily invested in his self concept as a Muslim. All one needs to do is read his comments he has made (and NOT made) regarding Muslims, juxapositioned with his non-pulsed reactions to Christians being murdered. Has anyone ever asked Obama why he changed his name? We all know Cassius Clay became ""Muhammad Ali "" when he became a Muslim. Why the big secret?",insult,1,0,0,0,0,0,0.5,0.0,0.0,0.0,0.4,0.3,civil-comments-human-crowd-aggregate
civilcomments-bfa6be4cfc1b2cf026bc,"Maybe they should be black to celebrate victims of everything, everywhere.",identity,1,0,0,0,0,1,0.684211,0.013158,0.026316,0.013158,0.263158,0.684211,civil-comments-human-crowd-aggregate
civilcomments-6882d4ba2586a4e70abd,Nice try but missing a critical STEM factoid: Storage capacity is not measured in Watts or Kilowatts - but Kilowatt Hours. Until articles such as this provide more actual STEM based detail they are little more than propaganda. I for one do not believe the near future $ 1 Billion busines projection !,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-e9272d127aee730694a3,He was literally denied a judgeship because he was deemed too racist And that is a very rare thing to happen So spare us your defense of his racism,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-711c6e7a0348e3978f79,People can't find science related jobs in Canada. I know a few families where one of the members moved to France or Germany to work on science projects. The families unite only on vacations.,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-92159adafb7406b854f9,"Holy crap Hahahaha I literally laughed so hard I almost peed myself!! Hahahaha (Wipes tears from eyes). James you nearly killed me lol Seriously I'm sure she was screaming and crying for help! Hello, she jumped in freezing freaking water what else was she going to do? Obviously she wasn't saving herself lol she didn't rip the balls from her predator and swing them victoriously above her head while pushing him into the river and shouting triumphantly for someone to assist him. The sensitivity of some people is just absolutely ludicrous. Just be happy she got away fairly unscathed lady geez. You're really going to nitpick words at a time like this? Pretty sure the woman is just happy to get away without being raped. Last thing she's thinking is gee how could they write the words screamed and cried for help..... (Blatant sarcasm)",profanity,1,0,1,0,0,0,0.75,0.0875,0.6125,0.075,0.475,0.0375,civil-comments-human-crowd-aggregate
civilcomments-2fe4c25a6af8f9ebd95a,Don't vote for anyone.,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-d691fe4778b33556b2b1,Being told what the punishment is for breaking Federal Law is not a threat...#MAGA,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-88a69b0c7240555165d7,What will Globe say if the investigation will find that was not Syrian Forces chemical attack? You people are so foolish to assign blame without proof and much more without a motive to use chemical weapons. And of course we have now Trump who needs to prove something. What next - that is the question. By the way you think that by removing Assad you will have stopped the civil war in Syria? How naive can you be?,insult,1,0,0,0,1,0,0.507692,0.0,0.015385,0.030769,0.507692,0.015385,civil-comments-human-crowd-aggregate
civilcomments-0ee69c86717f3bcdf4f2,"Actually, Islam has Abraham in their Koran. They believe Jesus was a prophet. So no they are not anti-christ. I've seen some evangelists that seem pretty anti-christ to me.",identity,1,0,0,0,0,1,0.4,0.0,0.0,0.0,0.3,0.5,civil-comments-human-crowd-aggregate
civilcomments-9a89a496beee8f3662f4,Trump is a foul-mouthed bully with a divisive message of hate and fear. Is that the role model of a president we want for our children ?,insult,1,0,0,0,1,0,0.833333,0.0,0.0,0.0,0.833333,0.166667,civil-comments-human-crowd-aggregate
civilcomments-9f04f9463e3ea71871e5,"I'm in complete agreement with DeSanctis. In fact, as a post-Vatican II Catholic, this nostalgic re-envisioning of church interiors and ritual is one of the reasons I decided to leave. I was raised and then educated, formed and worked as a lay minister by and in an institution who worked very hard encourage full participation of the laity, creating less of a sense of the priest being superior in some way. Under Benedict's reign, I saw these acts of encouragement and welcome slowly (and sometimes not so slowly) stripped away. The two final straws for me was when our Parish Director was stripped of her preaching rights, and when our new (conservative) pastor re-instituted a formal ceremony for installing the left-over hosts in the tabernacle. I swear to God, as the communion ministers bowed in supplication and then turned the key in the lock I heard the heavens shout, ""Jesus has left the building."" Indeed, it seems he has. Lauri Ann Lumby Temple of the Magdalene",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-bc0aaa2fd509a8d05cef,"I don't like it. I didn't like it when I saw kids with phones stuck to their faces, now EVERYBODY has a phone stuck to their faces and nobody TALKS! I especially don't think it's healthy for kids to watch all this crap instead of PLAYING OUTSIDE. Kids need to run around and play and use their imaginations. Parents need to quit letting kids sit in front of screens all day.",neutral,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.2,0.0,civil-comments-human-crowd-aggregate
civilcomments-d86d9e645704d1aca188,"So far Mexico has not been invaded by militant Islam.. When 2-4 million Muslims drop in, (it will happen) what will Mr Fox do with the new comers who piss on Mexico's Hispanic / Aztec, Catholic history culture and society?",identity,1,0,0,0,0,1,0.3,0.0,0.1,0.1,0.4,0.5,civil-comments-human-crowd-aggregate
civilcomments-d9cb1d9dc591e98ec588,"Yea, this guy probably complains about Trump. I've see a lot of people like this in Comic Books!",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-01537854260893522285,"We best heed your words Nancy, if this country is to survive. Too many people seem to take delight in the failings of others. I don't know if it is a case of ""misery loves company"" or what? But if we expect our kids to grow up and act like mature adults that know how to communicate, cooperate, and solve the problems of the future, we better start toning down the negative rhetoric of politics and start acting like mature adults ourselves.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-b65fc5d0c9e91a5c7207,Much love to you and yours.,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-f8121b058bf475449bd2,"I completely disagree with you on many aspects of ""HAVE"" to comply or die standards used by many police officers who use this ""authority to murder their fellow Americans. Look at the man selling cigarettes on the corner - he should maybe have received a $5 dollar ticket and the cop walks away into oblivion, but no - the macho attitude of God comes into play. Another issue is in the 1950's policemen had to be a certain height and weight, now with women out on the streets they ""fear"" the male's larger build and strength. I don't have the answer but a traffic stop with hands in the air there is no reason for a death. I hope they give her the electric chair or hang her for this murder as an example to the American public of zero-tolerance of police treating their fellow Americans like animals or undesirables with no rights whatsoever to question an officer's conduct to ""have"" to comply. He could have been shot in the leg or tasered.",insult,1,0,0,0,0,0,0.5,0.1,0.0,0.4,0.2,0.1,civil-comments-human-crowd-aggregate
civilcomments-b4f25d99d47c634ecdf8,"Canadians embarass me, not the Trumps. The mayor running Vancouver is another George Soros stooge. Canadians hate successful people unless you are a drug dealer, a hockey player or a celebrity. Bottom feeders are heroes here.",identity,1,0,0,0,1,1,0.7,0.1,0.0,0.0,0.6,0.7,civil-comments-human-crowd-aggregate
civilcomments-499ac33173e82e0e40d6,"""Trudeau doesn't care about progressive/non-progressive (whatever that supposedly means) he will happily silence anyone who disagrees with him."" That's just silly.",insult,1,0,0,0,1,0,0.5,0.1,0.1,0.1,0.5,0.0,civil-comments-human-crowd-aggregate
civilcomments-9a407edf0f59bf31d222,Not to mention Pork,neutral,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.2,0.0,civil-comments-human-crowd-aggregate
civilcomments-6ce6a28bc1bed10453b1,"If, as you say ""only a fool would vote for Socialists"" what kind of person would vote for Christy Clark's Liberal Party? Don't tell me they're smart folks!!",insult,1,0,0,0,1,0,0.833333,0.0,0.166667,0.0,0.833333,0.0,civil-comments-human-crowd-aggregate
civilcomments-ff80cf583d5f2c377992,Throwing the coach under the bus for a mediocer team. Nice club atmosphere! NOT!,insult,1,0,0,0,1,0,0.5,0.0,0.0,0.2,0.5,0.0,civil-comments-human-crowd-aggregate
civilcomments-637795b6a4ba79e76036,It is the corrupt lying President that creates conflict with the media. Do you actually think politicians tell the truth and Donald Trump in particular tells the truth? Get real.,insult,1,0,0,0,1,0,0.6,0.2,0.0,0.0,0.6,0.1,civil-comments-human-crowd-aggregate
civilcomments-c78c2ff8c03155038feb,Pretty sure John Barron could explain this,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-03a598c9d91310461950,"no, merely stupid",insult,1,0,0,0,1,0,0.786885,0.0,0.180328,0.0,0.786885,0.0,civil-comments-human-crowd-aggregate
civilcomments-7f87039bb1a7938c948a,"I did not say anything about being in a wheelchair, I said he did not show any sign of being sick until the last term of his presidency. That would also mean he did not look sick. Good gracious, you are really, really determined to parse words attempting to paint anyone who believes different than you do as an idiot, yet you continually fail when the facts are presented in proper context.",insult,1,0,0,0,1,0,0.8,0.0,0.0,0.0,0.8,0.0,civil-comments-human-crowd-aggregate
civilcomments-1ad14bc800d276567eb0,HOAs are such crap. Telling people what they can and can't do on their own property. WTF.,profanity,1,0,1,0,1,0,0.861538,0.107692,0.784615,0.0,0.769231,0.015385,civil-comments-human-crowd-aggregate
civilcomments-2b9642ed1d002857c6a4,"Well if there's one thing everyone can agree on, it's that border guards need more power.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-3982fd3193d19b001eb2,"It's not a matter of my being happy. I just think that people who comment on this section should state opinions and views based on logic, reason, facts and good common sense. Your initial comment is quite condescending and without any basis to support it.",neutral,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.2,0.0,civil-comments-human-crowd-aggregate
civilcomments-f9b05bd1df5d2018bc15,"I'd ask, ""Why torment an idiot?"" But you wouldn't know if I was talking about Kim Jong-Un or about President Trump, would you?",insult,1,0,0,0,1,0,0.787879,0.030303,0.212121,0.0,0.787879,0.030303,civil-comments-human-crowd-aggregate
civilcomments-e313cebb9a9617d40dab,Were they given a choice to write in Bernie?,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-5059f35208ff9b6089b0,"Trump has absolutely no qualifications to be president. He lacks the knowledge, the experience and the temperment to hold such office. Additionally, he has shown repeatedly that he is ""bigly"" egocentric, lacks empathy and is virtually ""uncoachable."" Of course he is also an extremely crude, crass lout of a man. ...and you think he should be President? Wow.. It's unfortunate Mr. Trump wasn't confronted about his crude, crass misogynistic behavior decades ago.....apparently, he wasn't and now, at 70 years old, he's still emotionally an adolescent. He's actually rather pathetic. Like many other wealthy and powerful individuals (frequently politicians,entertainers and atheletes) he feels he's so far above the rest of us that he can do ""what he pleases."" (listen to the recording, this is exactly what he says). He may be totally unqualified to be President in every way, but at least he'sa thorougly disgusting human being. Yet some folks still support him....that simply amazes me.",insult,1,0,0,0,0,0,0.5,0.0,0.0,0.0,0.4,0.1,civil-comments-human-crowd-aggregate
civilcomments-03dddfe0035e83504b5a,"""It is good that the Mohawk name is being removed from the school."" The school will continue to be Mohawk High School, and other businesses and geographical features in the area will keep the Mohawk name.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-b0682e98939b2001da06,President Pussygrabber is demanding a Safe Space.,profanity,1,0,1,0,1,0,0.6,0.0,0.5,0.0,0.6,0.0,civil-comments-human-crowd-aggregate
civilcomments-6c30d36c3be7019fc8a0,"From reading the story, perhaps. The law also says no speeding and everyone must stop at stop signs, but few people obey those laws either and those have actual safety consequences to other people. There are laws against littering but few care about that, if the state of Anchorage tells us anything. People break laws all the time and I don't think there's a single person whose horse is so high they can criticize others for ignoring minor, pointless laws. There are plenty of dogs who behave just fine off leash and I've no problem with that. Crappy dogs should not be off leash, or even out in public, but well-behaved dogs don't cause problems on leash or off.",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-a5e3b5b99965c46ac3a8,"Zenger, what total BS! Treason has a face, and its you whiny assed liberal cry babys who will resort to any lowly form of name calling and accusatory horseshit to make your point that you are unhappy with the outcome of the election. You make it sound as if Trump conspired with Russia, which as any normal thinking person knows that, like your comment, is pure BS! The liberal left refusal to accept that which is has become nauseating in the extreme. To call our president treasonous just demonstrates your infantile desperation and immaturity. To more accurately see the face of treason Johann, merely look in the mirror! Move on, get a grip on reality for god sakes and get on with your lives, and focus on something more positive and constructive.",insult,1,0,0,0,0,0,0.517241,0.086207,0.431034,0.0,0.465517,0.051724,civil-comments-human-crowd-aggregate
civilcomments-482af4bcc066a5367a31,"38 billion is 'chump change' to keep the medieval head chopper Arab states in line in the Middle East. Israel has always done the dirty work the Americans needed to have done in the region. None of the Arab states want, or support a Palestine state.Only countries, like Canada, are stupid enough to take in floods of extremists in from Syria when Saudi Arabia and other Arab countries awash ,in cash in the region, shut their own people out! Nothing to do with Israel and Palestine and everything to do with Arab head choppers that can't find peace among themselves!",insult,1,0,0,0,0,0,0.5,0.0,0.0,0.0,0.4,0.1,civil-comments-human-crowd-aggregate
civilcomments-d88e4b70b7f134619fae,The arrival of Easter has just produced another miracle. This is the first time that I have agreed with one of your comments.,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-33b1b0e86d1648717cd8,"How patriotic and cowardly of you. Love thy neighbor and all that crap, eh?",insult,1,0,0,0,1,0,0.805556,0.041667,0.222222,0.013889,0.791667,0.013889,civil-comments-human-crowd-aggregate
civilcomments-b3a73227a82e5542ab5f,never try to confuse the liberals with facts,neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
civilcomments-2460a80b26cc94ce0656,Justin's tradition of giving away Canada's sovereignty the breathtakingly corrupt and useless UN continues unabated....,insult,1,0,0,0,1,0,0.6,0.0,0.0,0.0,0.6,0.1,civil-comments-human-crowd-aggregate
civilcomments-299e9a8d1ac7a5319c53,"My comment is... ""Why didn't my previous post, devoid of any content that contravenes the G&M's standards, ever get past the moderators, who seem to be more and more politically partisan? I am finding that a minority of my posts actually show up on the comments forums after being ""moderated"". I am about five clicks away from cancelling my subscription. Lots of other worthwhile journals out there who would love to receive my money, my clicks and my eyeballs.""",neutral,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,civil-comments-human-crowd-aggregate
