id,source,text,word_count,bucket,toxic,severe_toxic,obscene,threat,insult,identity_hate,llm_model,cost_usd
civilcomments-b9a2d7da17670cb6b32d,civil_comments,"This is my first ever comment on an article. Dear author, go fuck your self. You know nothing on this subject. There are lots of bridges for you to jump off of here in Portland do us all a favor and give it a go. Thanks Chef Scott Andrew",49,profanity,1,0,1,0,1,0,civil-comments-human-crowd,0.0
civilcomments-cf478851dc478d9575e7,civil_comments,I don't recall seeing that Blackberry had asked for any government money.,12,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-f63580cc59ba5b7e86f7,civil_comments,Just execute this junkie POS...if he will do that for drugs he has no use in society...,18,threat,1,0,0,1,0,0,civil-comments-human-crowd,0.0
civilcomments-6cf81088605f4bb65694,civil_comments,Better to invest in air fresheners. The stench from a deal like this will rot the investment community for years.,20,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-73aa299a552bc6514454,civil_comments,So what does that have to do with your assertion that punishment is not a deterrent?,16,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-9e29398be7e8396deeaf,civil_comments,I used one in the valley and his equipment looked older than I am (42 BTW). Stuck a tube in my face for 5 minutes and changed me 1000 after he billed my insurance.,34,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-b57ad30da0db4299c58b,civil_comments,Then shouldn't a dedicated bus lane also be an option? Or are they not going to consider that because it would gut the rail system?,25,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-d21f043961f87282437d,civil_comments,"Nice try, but no prize. Blaming the NRA or gun owners in general for these violent crimes reveals that you've either flat lined mentally or, more likely, are intellectually dishonest. Or both.",32,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-7900c693467e5bcf0f69,civil_comments,Off with his head.,4,threat,1,1,0,1,0,0,civil-comments-human-crowd,0.0
civilcomments-e5c6ceeb989a552cda31,civil_comments,"1000th block of E 13th, driving a 2000 Ford Taurus. That's a big nope.",14,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-066df7039f1810b26c69,civil_comments,"WHEN U R READING THIS DONT STOP OR SOMETHING BAD WILL HAPPEN! {SORRY ABOUT THIS} THIS GIRL’S NAME IS SUMMER SHE’S 15 YEARS OLD & hasBLONDE HAIR ,MANY SCARS no NOSE OR EARS.. SHE IS DEAD. IF U DONT COPYTHIS JUST LIKE FROM THE RING, COPY N POST THIS ON 5 MORE SITES.. OR..SUMMER WILL APPEAR ONE DARK QUIET NIGHT WHEN UR NOT........................... ......... ExPECTING IT BYYOUR BED WITH A KNIFE AND KILL U. THIS IS NO JOKE SOMETHING GOOD WILL HAPPEN TO U IF YOU POST THIS ON 5 MORE PAGES",93,threat,1,0,0,1,0,0,civil-comments-human-crowd,0.0
civilcomments-83dde2c5497126efde23,civil_comments,Hmmm. Is this a news story or an opinion piece? The title seems to be the latter. Nat seems to be taking sides on this one before it starts. He cites ITEP but doesn't look to the Tax Foundation for balance?,41,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-d558ddef32ff255b2525,civil_comments,"Obama, like Woodrow Wilson before him, sought nothing else than to divide this Nation along racial lines. Charles Manson would be proud of both of them, to be sure. Woodrow Wilson supported fully the eugenics movement, whilst Obama fully supported the BLM movement and both movements were engineered to achieve the same thing. Separation. Wilson wanted to control a segment of our society by controlling their ability to reproduce,,whilst Obama wanted to control a segment of our society by what he could give unto them within return of their vote whilst he did not give a damn of what he could provide unto them so long as he received said vote. Both of them are abject racists, within that they both of them concern themselves within only the pigment or culture of the individual, rather than of the individual themselves. Wilson was a racist. Obama is a racist. There is no arguing that. They both of them have no ground to stand upon.",164,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-a686d9ccc12128fda122,civil_comments,This is ridiculous...this guy can get government coverage after 65...and if you keep pushing up the cost for employers they will just reduce coverage for EVERYONE. Another entitled baby-boomer who isn't content to have had a good run...now he wants to ruin it for everyone else.,50,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-7327f7fb895d9d80108b,civil_comments,"It is a choice to be offended, afterall.",8,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-2bfe7229a35a67157846,civil_comments,"spot on, spot off, for now.",6,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-5d8a77913cbc252f8368,civil_comments,"Personally,I think both Murkowski and Sullivan need to go away.",11,threat,1,0,0,1,0,0,civil-comments-human-crowd,0.0
civilcomments-411fd647ed9463e5f4fd,civil_comments,"She did the right thing. The EU to put in bluntly is a joke, stumbling from one crisis to another, who needs them. Europe is quickly becoming a Group of ageing nations, and the level of trade will decline. Old people do not need more stuff. Turn to Asia and India, but do not forget Africa",56,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-0c00c4202b1ad10f13e2,civil_comments,"Telling the same lie, over and over, doesn't make it true. If you got it from Breitbart, or Hot Air, or Town Hall you should know better. Read a little history about Hitler the right winger and how one of the first acts of his administration was to round up most of Germany's left wing leaders on May Day, and to kill them all.",64,threat,1,0,0,1,0,0,civil-comments-human-crowd,0.0
civilcomments-6d132f773f8a415bee67,civil_comments,Health Canada...what a useless lot.,6,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-701c54dca925c4fb6280,civil_comments,This is all abut purging America of as many nonwhite people as possible. Sessions and Bannon consider that their most important mission.,22,identity,1,0,0,0,0,1,civil-comments-human-crowd,0.0
civilcomments-194bd0275b441ca7fdd9,civil_comments,Bullet between the eyes,4,threat,1,0,0,1,0,0,civil-comments-human-crowd,0.0
civilcomments-3b3b23ea82ffde7948a8,civil_comments,"This ND speech confirms that Chaput is a tool of the GOP who operates with neither moral sense nor sensibility. He is clearly trying to influence the outcome of Election 2016, at every level, from the top all the way downballot. Not a surprise.",44,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-0d9b61a279639450c66c,civil_comments,So far Trump is a saint. .. he is saving jobs and families! Trump is a true American!,17,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-4cf746eb7dd3cf028621,civil_comments,"Sorry, but I was sleepy, and I mixed the links and changed the name of Mary Collins... There is such a thing as internet jet lag.",26,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-949b798ebf6cd485380e,civil_comments,"Jman> Excellent post! I think maybe you meant ""State Attorney General"" vs. US Attorney, huh? It is sad that our DEM heavy govt allowed this to happen. He should have been stopped at the early on, now Hawaii is in the unwanted national spotlight. Unforgivable!!!",45,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-5c6d2d078663b8184836,civil_comments,"So true critical reader. The 1997 film Wag the Dog, hits the nail on the head.",16,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-aa6b739f4b5d075e6d8b,civil_comments,"Not sure if its just on my phone but my response that be posted here was posted individually instead. Please look for the one that starts with ""Heard"".",28,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-50587c6db9f2896fa0fa,civil_comments,"If some whacked out, gap toothed, under educated, Trumpster takes a shot at her, and doesn't miss because their blood alcohol level is below .08, the blood will be on his hands.",32,insult,1,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-2d6da34c77a3513cd9a2,civil_comments,What a disaster!!! An Islam plant..last of the garbage.,10,identity,1,0,0,0,1,1,civil-comments-human-crowd,0.0
civilcomments-26099e7c34684f7bd44b,civil_comments,hey idiot the way and damage justin is doing to canada it will be over in 4 years,18,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-be1fe26249fccd960d67,civil_comments,"a_r: You do realize this is an additional expense to the underfunded budget, right? And that ASD is planning to cut 99 teaching positions because they don't have the money. There is also a 500K expense to build the clinic that is in the proposed bond package. So 3 million additional expense to be funded by anchorage property owners. Those are some of the objections that have nothing to do with your ""I don't get it......rhetoric"" comment.",79,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-8556eff4b46e0e00c73c,civil_comments,"Bill Morneau is a socialist, end of story. There are 35 million people living in Canada, and he wants a 20% tax on soft drinks to save 13,000 lives. This is insanity!",33,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-96e26cface2bfe411203,civil_comments,"while i dont believe in any zero sum game as economies do grow, ours is not and wont be with all the liberal nonsense, carbon taxes, etc etc for a very long time, thus i agree with the immigration issue 100%, it has to stop until canadainas are working first",50,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-d5f9faa0d8715a37b483,civil_comments,"ok, whoever is feeding this clown the lead paint chips, please knock it off, it's not funny any more, you're causing severe brain damage.",24,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-990cbc9c9647d6e27eb3,civil_comments,"As far as I know only the President gets impeached, the rest of Cabinet stays.",15,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-adef4e753a9b480e03a5,civil_comments,"Can you NOT be so insulting when responding to people's comments? If you don't like what happens in Hawaii, then perhaps it's best that you stay in Alaska. Your rudeness does not encourage folks to reach mutual understanding. The problem solving about feral cats is only in the beginning stages; mean comments and snarky attitudes do not help the situation. The truth is, when dealing with something on a community level, the compromise that is eventually reached will leave both sides less than completely satisfied. Both sides are going to lose something that matters to them. That's the nature of compromise. The upside is that both parties will also win something, too. Please just be kind and remember that if you don't live here, it's actually none of your business anyway. Peace out, OK?",134,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-7110356f9ecc2905d26c,civil_comments,"Boy, sure sound rosy posy, don't they? Too much, in my view. They talk like snakes.",16,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-cd45ba127f85bea6d5cb,civil_comments,"So, good news first: It is always interesting to hear others viewpoints, someone can learn from. But then it turns to a prostitute writing god knows for whose benefit. I only hope that the writer is not doing this massacre for the lack of knowledge reason. It may well be that he is following a clear cut american journalists in the sense of etiquetting whatever it may take place. If he is using a press power then there is no place for incompetent approaches. We need clever press so please get rid of such writings. Lesson one: ISIS is not a product of Assad. It requires so much refinement that it would strech over the limits of this comment. Lesson two: go back to Sykes-Picot agreement to seize the whole disaster of foreign reign. And then one journalist comes on board even not knowing what nation state means. The next two lessons may well have some sense.",158,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-778587fae6307d587096,civil_comments,"Progressivism Under GW Bush, 7000 American soldiers and 120,000 Iraqi civilians died. Under Obama, 1000 American and perhaps about 20,000 Iraqi civiilians have died Obama was one of the only senators to vote against the Iraq war - despite the hyper nationalism of the time. Obama withdrew the American soldiers from Iraq. The one thing the very patriotic Americans never seem to understand is that other countries hate to be occupied, however good the occupier's intentions. Obama understands this simple fact, and that is why he didn't intervene in Libya or Syria. I have lived in 3 Middle Eastern countries, and understand where they come from..",107,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-226853508eca1d55ee2e,civil_comments,"Please go to a few of your favorite gospel pericopes for how Jesus interacts with people . At a certain point he decides to speak to the general population in parables. It is ultimately the eye , the lens through which one looks that makes all the difference . As bishop of Rome Francis 'job is to make use of the authority entrusted to him . No , I am not saying he refuses to do his job rather when the job gets very burdensome he carries the weight just as Jesus did and Francis accepts the approbium that comes with his decision . Some of the brethren are presently refusing to be confirmed in faith . They are self righteous but can repent of it !",119,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-6d1c710a010d8a4140a9,civil_comments,The PDF is 100% of my income. Cutting that is like a massive tax for me. Instead let's get a good state tax going and the people who can afford it can pay.,33,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-5420a9a172d99e8008e6,civil_comments,"It's an exercise with the mind that's just too much for ""charming"" uncle Always.",14,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-cc686017eab0b15d7d66,civil_comments,"whyknot If that was true, India and China should have led most of the invasions through history. The reason they didn't was their neighbours were poorer than them, as were the far flung countries in Europe.",36,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-142f7f2536d0bb88b945,civil_comments,"Sexual misconduct? How is that defined? A guy swatting a girl on the derriere, something like that? You have to watch these studies, some of them are very skewed because of nonsense like that. I think who we need to be talking to are the 8 out of 9 women who were not ""victims"" of sexual assault or sexual misconduct, find out if they have any insight into the matter. I went to college in the 1970s and if an actual crime was committed it was not overlooked. But if a guy pinched a girl (or vice versa) or something like that, it wasn't made into a statistic. Come on, women, you haven't progressed any more than this? Tsk tsk.",120,insult,1,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-3a734cbc4971f27ab491,civil_comments,all true..it is a miserable scene,7,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-ea71f2f2695f7d15390d,civil_comments,"Hawaiiʻs politicians are bought by those who understand the nuances of finance and economics as evidenced by Big 5 and Dillingham Corp success locally and international. Those politicians left in charge of shaking the farts out of tourist sheets are inept, desperately looking to fund their special interest which means job security. So little wonder why they fail to balance the economy. Ige etal is simply trying to balance his budget and not the economy overall ergo “Rent Control”. His $12M capital contribution structured on government debenture is a farce.",91,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-b54dec277e2a1a70086b,civil_comments,"You are totally misinformed. It is a citizen's duty and obligation to hold public officials accountable for their actions and conduct while in public office. This is a whole lot of over the top drama that is perpetually fanned in the gov's office by Walker's wife and communications director Jang. Walker allows them to indulge in all this drama with no restraint...yet he continues to state that government is cut to the bone. A simple press release would have been sufficient. ...inept, mismanaged, untrustworthy...",85,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-892771530048f66483b8,civil_comments,"Young should show up at the protest and start singing, that would make anyone leave",15,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-8a3ee12e72fe4d04a38d,civil_comments,"White people have organized crime, we have Chief and council, Cree Comedian on APTN talk show.",16,identity,1,0,0,0,0,1,civil-comments-human-crowd,0.0
civilcomments-ccf0299b3c3ed70fce17,civil_comments,"Unfortunately I have to agree with your post. The men who left their families and homes in WW1 did not do so to ""fight for our freedom"" , they were conned into doing so to fight for the last Imperialist dreams of the failing monarchies of Europe. Before you buy into this nonsense, please read some history. There is no honour involved when you send the youth of a nation to be cannon fodder in a war started by cynical old men who were just chomping at the bit to try out the new weapons of the twentieth century on the battlefield. If there is any honour or bravery in this carnage, it must be shared by the poor soldiers on both sides who gave their lives needlessly for the mindless greed and stupidity of their leaders military as well as politically. Lest we forget... indeed!",145,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-2b2581e676c20d20c772,civil_comments,"What is mean about calling Hilary a mean woman? You literally said Trump is mean for calling Hilary a mean woman, so by that logic you are mean. Your argument is liberal BS, but I'm sure you think you're a brilliant forward thinking person. To be clear I do not like Trump, but by judging all the crap Hilary HAS been caught stealing, cheating, and lying about, I would rather see her deported to Syria as a sacrifice to ISIS.",80,profanity,1,0,1,0,1,0,civil-comments-human-crowd,0.0
civilcomments-52258202c000e38b301b,civil_comments,Wyatt Earp ran a whorehouse in Nome around that time.,10,profanity,0,0,1,0,0,0,civil-comments-human-crowd,0.0
civilcomments-ff83b10dbe79d8bd5bbf,civil_comments,"There are roughly 200,000 pages of regulations in the CFRs. There is no possible way for any person in the United States to know what all these regulations require, including our legislators that generated the bills and laws that enable agencies to write unending regulations. Everyone is out of compliance with U.S. laws and regulations; and as such, all it takes is a person or agency with a vendetta to look hard enough at a person's actions in order to find non compliance. Having everyone guilty of some crime or regulation and then have selective enforcement is a easy path for tyranny to transpire. The root problem is the gross number of laws that restrict our personal freedom such that tyranny is the logical outcome.",127,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-9351180c8049f2aaf42b,civil_comments,"True, but didn't stop her from marrying her third cousin either....",11,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-ca41cef6bd3fd34509d2,civil_comments,you missed PUTAIN!!!!,3,profanity,1,0,1,0,1,0,civil-comments-human-crowd,0.0
civilcomments-6b3092d6b2a428563903,civil_comments,Only civil if you suffer from Progressive Psychosis!,8,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-10089455a292d91ef16e,civil_comments,"Nearly 60% of Canadians have declared TRADE WAR with Trumpland ! Just go find a closet to hide in, Globe editorialists. You're not really that relevant anymore anyways. If you can't stand behind our Trade Warriors, FEEL FREE TO STAND IN FRONT OF THEM !!!",43,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-d2470e33c9fc8f93c3cd,civil_comments,"Post your nude pictures please, in that case.",8,insult,1,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-5b03ba95b4ecc90baaae,civil_comments,"Eugene needs a new city manager. In fact, I'm not the only one who feels that way:",17,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-be65422b142ffad2e6a5,civil_comments,"You obviously have no idea how our legal system works. There's a little thing called ""intent"", which is needed to convict a person of a crime. Even in rare cases when intent need not be proven, gross negligence must be. You don't just go around arresting people without the assurance that intent or gross negligence can be proven.",58,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-0e577ffa4ed4b1263184,civil_comments,"­Erick ­Joaquin-Espinosa should be put to DEATH, CLEANSE THE GENE POOL.................................READ the SIGN: DEATH PENALTY.......................",17,threat,1,0,0,1,0,0,civil-comments-human-crowd,0.0
civilcomments-025351c33c8a32916bbe,civil_comments,"Wonderful to have the Vida Cafe back, it's something special, we always stopped there for brunch on our way up the McKenzie. (though Patty's Stage Stop, and Ikes are very nice too.) Vida is a cool place to stop and look around, it has quite a history-- formerly named Gate Creek, as is the stream itself, as here was the gate to enter the old toll road over the McKenzie Pass. The famous Rev. Thomas M. Martin -- for whom Martin (not Marten) Creek and Rapids are named-- was first postmaster in 1874. Later, with the name change, Vida post office was established in 1898 with Francis Pepiot as postmaster. With the good food and all that scenery this is a great place to visit.",124,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-72ce9de6c2535c153620,civil_comments,God Bless America...... and nobody else.,6,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-6461e0cb54f9b5375050,civil_comments,talk about stupid,3,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-428a22f97f57ea3a49ee,civil_comments,"My Dad owned the building with his brother in the 30s and 40s. They lived above in the Marshall Street apartments. They had a bar below on the south end of the building, there was a narrow barbershop in the middle and a cleaners on the Marshall street end. Their bar was called Carl and Jacks. When my uncle died, my dad became partners with Sonny and it became Sonny’s. My dad at the age of 48 married my mom 20 years younger in 1950 and lived in the apartments. Around 1956 they moved to SE Portland. My Dad still was part owner of the Apartments above but after the Columbus Day Storm my Dad sold the rest of the property to Sonnys. I wish I could post a picture of the photo when it was Carl and Jacks it is very cool.",144,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-b007902046a07140591b,civil_comments,Of the 4 posters above I would lay money most are gay activist!,13,identity,1,0,0,0,0,1,civil-comments-human-crowd,0.0
civilcomments-a4d7a3f54d322d12b0d7,civil_comments,"According to the USDJ Bureau of Justice Statistics: Inmates convicted of committing violent acts against children were more like to have been white, a percentage of nearly 70%--seven out of ten--than any other race. White inmates were nearly three times more likely to have victimized a child than black inmates. White inmates were five times more likely to have victimized children than Hispanic convicts. Here's how criminality works in the You-Whited Snakes of Amerikkka: If you commit a crime and you're Arab, African or South Asian, you're a 'terrorist'. If you commit a crime and you're black, you're a 'thug'. If you commit a crime and your white, you're 'mentally ill'.",114,identity,1,0,0,0,0,1,civil-comments-human-crowd,0.0
civilcomments-19bffff7a97ac7c3203f,civil_comments,I hope he took a round in the liver and slowly bled out.,13,threat,1,0,0,1,0,0,civil-comments-human-crowd,0.0
civilcomments-a12a4182e63480b962d4,civil_comments,"You might be Catholic but ""those guys"" are sanctimonious ""holy"" ROMAN Catholics.",12,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-ad67ab19154656340487,civil_comments,"The donuts are good. I'm glad they're investing in Anchorage. But I'm not sure what they would have over Dunkin Donuts, Tim Hortons or any other local pastry shop.",29,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-61a1d1b68dadee4cfe7c,civil_comments,"I TOTALLY agree!!! Also, let us NOT forget the Reichskonkordat of 1933. That was the document which aligned the Catholic church with Hitler. It made it much easier for Hitler to begin and wage WWII. My dad and uncles served in that war. Is another holocaust like event upon us? Let us never forget 'The Holocaust'.",56,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-7f7025fb26b99406e8f7,civil_comments,"Just so long as you admit that the reason for starting a government meeting with a prayer, is to force your fundamentalist Christian beliefs on everyone else.",27,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-7aa416d4883cfc5fd7da,civil_comments,"Will they be able to knit while ""the View"" is on?",11,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-d0947d5a756712eccb27,civil_comments,Then how did he get elected if he is so bad?,11,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-ffbc456c109eacb4d9ad,civil_comments,"yeh thanks a lot i miss you dad, wish he got away :( fuck the news hate you guys",18,profanity,1,0,1,0,0,0,civil-comments-human-crowd,0.0
civilcomments-18ba6fdae419f01a0366,civil_comments,"""Those who support him very likely know him and are well suited to evaluate what he has and has not done."" Were you present while he was having sex with this MINOR? No? Then what are you talking about knowing him? You're why less and less people belong to churches. You'd rather protect a criminal than a CHILD. It's sick.",60,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-38d647c2ca7eb2dd5089,civil_comments,The profitability of refiners has been on the upswing since the price of crude crashed- well- duuuh. The prices we've seen at the pump never reflected the decline seen in the feedstock (crude)- so yeah-- of course someone was making windfall profits.,42,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-b7abb13f406c57d7235d,civil_comments,Canada seems to be letting everyone in these days... crazy.,10,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-055ee60250487451e311,civil_comments,The Clinton Foundation is a crime syndicate violating the RICO act. Both Clintons and dozens of accomplices will be brought to justice before this is over.,26,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-dce60c595004c222b53b,civil_comments,"If this bill passes, they should have auto insurance cover it.",11,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-234bb4423043376e9716,civil_comments,"The pink pointy-eared hats? Pussy hats. Come on, Globe and Mail, you can say it - pussy hats.",18,profanity,1,0,1,0,0,0,civil-comments-human-crowd,0.0
civilcomments-946fe01dfe098d7c31c8,civil_comments,"I can not imagine ANY highly educated person wanting to jump into the ring with ""BLACKFACE""...............",16,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-44242a4a63ed37a32c7f,civil_comments,UH OH! ANOTHER TRUMP FRAUD!!!,5,insult,1,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-e313f793fd7aec6a0b03,civil_comments,"How's that morning coffee tast'in now Uncle Phil. I read a FEW articles about how loyal Uncle Phil is to the U of O.,,,,,,,, Meh.............. How come Uncle Phil is not seen hang'in around?................. I know the answer to that......... That's because he has NO LOYALTY.",46,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-6f8eb6f850bf8f0adcbe,civil_comments,SHOW ME THE PICTURE!! SHOW ME THE PICTURE!! How predictable...,10,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-d3439489b4baefabc94c,civil_comments,"Actually, Mat-Su has a long and dark ""drug"" history.",10,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-26a46960adbc0d5d39c0,civil_comments,Goals! Sell out to Communist China...flood the country with radical Islam and flip flop on carbon bs while pursuing Harper's oily cracked pipeline nonsense? Don't know what junior and the mainstream media is smoking but none of it bodes well for Canada!,43,identity,1,0,0,0,1,1,civil-comments-human-crowd,0.0
civilcomments-551c9d02170dcb7acdb0,civil_comments,"Last I looked, Muslims did not help in the making of Canada, chalk and cheese. In fact many of them hate the values of the west and it's people.",29,identity,1,0,0,0,0,1,civil-comments-human-crowd,0.0
civilcomments-19102e638af1d5a25c68,civil_comments,"_A_K ""And now, they spin a low inaugural turnout as ""insignificant""."" ""They"" don't use the tern ""insignificant"" - I do. In a week this march/protest coverage will fade away, they all do. There are more actual items on the national stage that need to be addressed instead of protests over what may happen. Trump supporters pointed to his pre-election rally attendance as a good sign, of which liberals of course, quickly dismissed. Pretending ""spin"" is a one way street is wasted argument.",84,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-506ffb710e7444fad439,civil_comments,"I think there is a great deal of difference immigrants and refugees and economic migrants. By difference, I am referring to skill levels that help them fit into the economy and prosper.",32,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-28382c490785a530ffaf,civil_comments,"""I find that Russia Today site is more trustworthy than ..."" Sayeth the Kremlin troll....",14,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-f10822459d7160b22606,civil_comments,Lol why won't the retired pay income tax? My parents are retired and both pay federal income tax. That means they'd pay state income tax too.,26,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-6e88236f98aac02addc0,civil_comments,"It is true that the UN is a framework of rules and arbitration, rather than a legal body, when it comes to the major (nuclear) powers. However, it has been a successful one that has managed to save faces every time the nuclear powers might have come to real blows. To chip away at that framework would be unwise.",59,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-7f2516a64967d928cc12,civil_comments,"you are absolutely correct, Mr. Whitfield, I have no idea what you are talking about. And with that, I say goodbye!",21,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-425a97a13a14d095d6ef,civil_comments,"Traction? Robert, I've become accustomed to the fact that for the better part of a year now, any Globe article on muslims is overwhelmingly filled with nativists and/or bigots. I get dislikes or rictus-faces for everything I post, no matter now uncontentious. Let me use a non-legal word - you've been posting lies about me. Shrug. Take a number.",61,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-d5402f6af1a0bb7401a7,civil_comments,"First: M103 was first proposed in Dec 2016, prior to the shootings in Quebec. Second: All Canadians are no more responsible for the tragic shooting in Quebec by a deranged lone wolf than moderate muslims are responsible for the acts of ISIS.",42,identity,1,0,0,0,0,1,civil-comments-human-crowd,0.0
civilcomments-aa4aacf0d5e28ed4ffa0,civil_comments,"I don't think the question is if people can afford 43 cents. That same argument could be made if the commissioners proposed using $108,000 in small bills to blow their noses this winter. I'm all for fully funding government, but even I think expenditures need to be justified. I don't know enough about the responsibilities of the commissioners to answer that question, but it should be asked.",68,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
civilcomments-78360bdc17f7dc85079b,civil_comments,Whining on every topic. The idiot puts his own foot in his mouth on a daily basis with blatant lies and non-sensical rhetoric. Very difficult to turn this hog's ear into a silk purse when the pig daily oinks without a brain behind the oral spewing.,47,insult,1,0,0,0,1,0,civil-comments-human-crowd,0.0
civilcomments-e569b221dd4151bae793,civil_comments,Damn! I'm going to have to keep driving through Wasilla for the foreseeable future! How much worse could it get? I really think another KABATA study should be undertaken and ask how many folks would be willing to pay double for not having to drive through Wasilla.,47,profanity,1,0,1,0,0,0,civil-comments-human-crowd,0.0
civilcomments-5e3433a983dcf44385d6,civil_comments,"Absolutely! It works everywhere else in Alaska, why not Los Anchorage? I say this as someone who drove my own taxi in open-to-entry Juneau.",26,neutral,0,0,0,0,0,0,civil-comments-human-crowd,0.0
